store,week,sales,count,price,prom,cost,brand,size
50,27,5,11475,2.77,0,1.84,Bayer,25
50,28,1,11962,2.49,0,1.75,Bayer,25
50,29,1,12073,2.49,0,1.75,Bayer,25
50,30,1,13215,2.49,0,1.75,Bayer,25
50,31,2,11781,2.49,0,1.75,Bayer,25
50,32,3,11860,2.49,0,1.9,Bayer,25
50,33,6,12332,3.1199999,.5,2.1400001,Bayer,25
50,34,1,13130,2.49,0,1.9,Bayer,25
50,35,5,11958,2.74,0,2,Bayer,25
50,36,3,11879,2.49,0,1.9,Bayer,25
50,37,4,12150,2.49,0,1.9,Bayer,25
50,38,4,12113,2.49,0,1.9,Bayer,25
50,39,2,11524,2.49,0,1.9,Bayer,25
50,40,1,9923,2.49,0,1.9,Bayer,25
50,41,5,13162,2.49,0,1.9,Bayer,25
50,42,1,11144,2.49,0,1.9,Bayer,25
50,43,2,13227,2.49,0,1.79,Bayer,25
50,44,2,12477,2.3800001,0,1.79,Bayer,25
50,45,3,12881,2.5799999,0,1.84,Bayer,25
50,46,1,12848,2.3800001,1,1.79,Bayer,25
50,47,2,12081,2.3800001,1,1.79,Bayer,25
50,48,3,12696,2.3800001,1,1.79,Bayer,25
50,1,4,11503,3.49,0,2.0799999,Bayer,50
50,2,3,11579,3.49,0,2.0799999,Bayer,50
50,3,1,9208,3.5699999,0,2.3399999,Bayer,50
50,4,1,11389,3.5699999,0,2.3399999,Bayer,50
50,5,1,11429,3.5699999,0,2.3399999,Bayer,50
50,6,1,10585,3.49,0,2.0799999,Bayer,50
50,7,2,11654,3.49,0,2.0799999,Bayer,50
50,8,4,11627,3.3399999,1,2.0799999,Bayer,50
50,9,2,12968,3.3399999,1,2.0799999,Bayer,50
50,10,3,12858,3.3399999,0,2.0799999,Bayer,50
50,11,2,11485,3.3399999,0,2.0799999,Bayer,50
50,12,1,11867,3.5699999,0,2.3399999,Bayer,50
50,13,1,11867,3.5699999,0,2.3399999,Bayer,50
50,14,1,11867,3.5699999,0,2.3399999,Bayer,50
50,15,1,11867,3.5699999,0,2.3399999,Bayer,50
50,16,1,12442,3.5699999,0,2.3399999,Bayer,50
50,17,1,12359,3.5699999,0,2.3399999,Bayer,50
50,18,5,12262,3.49,0,2.3499999,Bayer,50
50,19,3,12363,3.49,0,2.3499999,Bayer,50
50,20,1,12019,3.5699999,0,2.3399999,Bayer,50
50,21,2,14542,3.49,0,2.3599999,Bayer,50
50,22,1,12542,3.49,0,2.3599999,Bayer,50
50,23,1,11720,3.49,0,2.3800001,Bayer,50
50,24,2,12521,3.49,0,2.3800001,Bayer,50
50,25,3,12039,3.79,0,2.3800001,Bayer,50
50,26,1,11926,3.79,0,2.3699999,Bayer,50
50,27,4,11475,3.79,0,2.3800001,Bayer,50
50,28,1,11962,3.79,0,2.3800001,Bayer,50
50,29,2,12073,3.79,0,2.3800001,Bayer,50
50,30,3,13215,3.79,0,2.3800001,Bayer,50
50,31,3,11781,3.79,0,2.3800001,Bayer,50
50,32,1,11860,3.5699999,0,2.3399999,Bayer,50
50,33,1,12332,3.5699999,0,2.3399999,Bayer,50
50,34,3,13130,3.6400001,1,2.3800001,Bayer,50
50,35,1,11958,3.6400001,1,2.3800001,Bayer,50
50,36,1,11879,3.79,0,2.3800001,Bayer,50
50,37,1,12150,3.75,0,2.6600001,Bayer,50
50,38,3,12113,3.9200001,0,3.45,Bayer,50
50,39,2,11524,3.8900001,.5,3.1800001,Bayer,50
50,40,6,9923,3.8900001,.5,3.1800001,Bayer,50
50,41,1,13162,3.79,0,2.3900001,Bayer,50
50,42,3,11144,4.4200001,0,3.01,Bayer,50
50,43,2,13227,3.8900001,0,2.53,Bayer,50
50,44,6,12477,3.76,.67000002,2.48,Bayer,50
50,45,4,12881,4.0999999,.75,2.79,Bayer,50
50,46,3,12848,3.76,0,2.48,Bayer,50
50,47,2,12081,4.5700002,.5,3.1900001,Bayer,50
50,48,5,12696,4.3800001,.60000002,3.0799999,Bayer,50
50,1,3,11503,3.97,0,3.72,Bayer,100
50,2,5,11579,3.97,0,3.71,Bayer,100
50,3,4,9208,3.97,0,3.72,Bayer,100
50,4,5,11389,3.97,0,3.72,Bayer,100
50,5,3,11429,3.97,0,3.72,Bayer,100
50,6,18,10585,3.79,.77999997,3.72,Bayer,100
50,7,6,11654,3.97,0,3.71,Bayer,100
50,8,7,11627,3.97,0,3.7,Bayer,100
50,9,4,12968,3.97,0,3.7,Bayer,100
50,10,2,12858,3.97,0,3.71,Bayer,100
50,11,4,11485,3.97,0,3.7,Bayer,100
50,12,2,11867,3.97,0,3.7,Bayer,100
50,13,2,11867,3.97,0,3.7,Bayer,100
50,14,2,11867,3.97,0,3.7,Bayer,100
50,15,2,11867,3.97,0,3.7,Bayer,100
50,16,9,12442,3.79,0,3.7,Bayer,100
50,17,8,12359,3.79,0,3.71,Bayer,100
50,18,5,12262,3.97,0,3.71,Bayer,100
50,19,7,12363,3.97,0,3.71,Bayer,100
50,20,2,12019,3.97,0,3.71,Bayer,100
50,21,5,14542,3.97,0,3.71,Bayer,100
50,22,4,12542,3.97,0,3.74,Bayer,100
50,23,2,11720,3.97,0,3.74,Bayer,100
50,24,5,12521,3.73,1,3.72,Bayer,100
50,25,2,12039,3.73,1,3.73,Bayer,100
50,26,9,11926,3.73,.77999997,3.72,Bayer,100
50,27,8,11475,3.73,1,3.72,Bayer,100
50,28,5,11962,4.29,0,3.74,Bayer,100
50,29,5,12073,4.29,0,3.74,Bayer,100
50,30,4,13215,3.75,1,3.71,Bayer,100
50,31,1,11781,3.75,1,3.71,Bayer,100
50,32,4,11860,4.02,1,3.8,Bayer,100
50,33,2,12332,4.02,.5,3.8,Bayer,100
50,34,9,13130,4.02,1,3.8,Bayer,100
50,35,5,11958,4.02,0,3.8399999,Bayer,100
50,36,4,11879,4.29,0,4.1199999,Bayer,100
50,37,7,12150,4.29,0,4.0799999,Bayer,100
50,38,4,12113,3.99,.75,3.8900001,Bayer,100
50,39,2,11524,3.99,1,3.9300001,Bayer,100
50,40,10,9923,3.98,.2,3.6600001,Bayer,100
50,41,7,13162,3.98,.28999999,3.6500001,Bayer,100
50,42,2,11144,4.29,0,3.5799999,Bayer,100
50,43,3,13227,4.29,0,3.5799999,Bayer,100
50,44,6,12477,4.29,0,3.5799999,Bayer,100
50,45,2,12881,4.29,1,3.5799999,Bayer,100
50,46,5,12848,4.29,0,3.5799999,Bayer,100
50,47,2,12081,4.29,0,3.5799999,Bayer,100
50,48,1,12696,4.29,0,3.5799999,Bayer,100
50,1,8,11503,1.84,0,.93000001,Store brand,50
50,2,11,11579,1.8200001,0,.91000003,Store brand,50
50,3,12,9208,1.8099999,0,.91000003,Store brand,50
50,4,9,11389,1.76,0,.87,Store brand,50
50,5,9,11429,1.87,0,.94999999,Store brand,50
50,6,17,10585,1.8099999,0,.91000003,Store brand,50
50,7,9,11654,1.85,0,.93000001,Store brand,50
50,8,18,11627,1.83,0,.92000002,Store brand,50
50,9,6,12968,1.86,0,.94,Store brand,50
50,10,13,12858,1.6900001,0,.92000002,Store brand,50
50,11,15,11485,1.6900001,0,.94,Store brand,50
50,12,8,11867,1.6900001,0,.88,Store brand,50
50,13,8,11867,1.6900001,0,.88,Store brand,50
50,14,8,11867,1.6900001,0,.88,Store brand,50
50,15,8,11867,1.6900001,0,.88,Store brand,50
50,16,1,12442,1.91,0,.91000003,Store brand,50
50,17,3,12359,1.6900001,0,.82999998,Store brand,50
50,18,11,12262,1.6900001,0,.91000003,Store brand,50
50,19,7,12363,1.6900001,0,.91000003,Store brand,50
50,20,12,12019,1.6900001,0,.89999998,Store brand,50
50,21,8,14542,1.6900001,0,.89999998,Store brand,50
50,22,10,12542,1.6900001,0,.91000003,Store brand,50
50,23,5,11720,1.6900001,0,.92000002,Store brand,50
50,24,6,12521,1.6900001,0,.92000002,Store brand,50
50,25,9,12039,1.6900001,0,.92000002,Store brand,50
50,26,9,11926,2.78,0,.92000002,Store brand,50
50,27,5,11475,2.78,0,.92000002,Store brand,50
50,28,6,11962,1.6900001,1,.92000002,Store brand,50
50,29,9,12073,1.89,0,.92000002,Store brand,50
50,30,9,13215,1.89,1,.92000002,Store brand,50
50,31,3,11781,2.78,1,.92000002,Store brand,50
50,32,6,11860,2.78,0,.92000002,Store brand,50
50,33,4,12332,2.78,0,.92000002,Store brand,50
50,34,3,13130,2.78,0,.92000002,Store brand,50
50,35,3,11958,2.78,0,.92000002,Store brand,50
50,36,2,11879,1.99,0,.92000002,Store brand,50
50,37,1,12150,1.91,0,.91000003,Store brand,50
50,38,6,12113,1.99,0,.92000002,Store brand,50
50,39,3,11524,1.99,0,.92000002,Store brand,50
50,40,1,9923,1.91,0,.91000003,Store brand,50
50,41,3,13162,1.99,0,.92000002,Store brand,50
50,42,3,11144,1.99,1,.92000002,Store brand,50
50,43,2,13227,1.99,1,.92000002,Store brand,50
50,44,2,12477,1.99,0,.92000002,Store brand,50
50,45,2,12881,1.6900001,0,.92000002,Store brand,50
50,46,1,12848,1.91,0,.91000003,Store brand,50
50,47,7,12081,1.6900001,1,.92000002,Store brand,50
50,48,2,12696,1.6900001,1,.92000002,Store brand,50
50,1,1,11503,4.4899998,0,1.92,Store brand,100
50,2,1,11579,4.4899998,0,1.92,Store brand,100
50,3,1,9208,4.4899998,0,1.92,Store brand,100
50,4,1,11389,4.4899998,0,1.92,Store brand,100
50,5,1,11429,4.4899998,0,1.92,Store brand,100
50,6,1,10585,4.4899998,0,1.92,Store brand,100
50,7,1,11654,4.4899998,0,1.92,Store brand,100
50,8,1,11627,4.4899998,0,1.92,Store brand,100
50,9,1,12968,4.4899998,0,1.92,Store brand,100
50,10,1,12858,4.4899998,0,1.92,Store brand,100
50,11,1,11485,4.4899998,0,1.92,Store brand,100
50,12,1,11867,4.4899998,0,1.92,Store brand,100
50,13,1,11867,4.4899998,0,1.92,Store brand,100
50,14,1,11867,4.4899998,0,1.92,Store brand,100
50,15,1,11867,4.4899998,0,1.92,Store brand,100
50,16,1,12442,5.29,0,2.02,Store brand,100
50,17,3,12359,5.29,0,2.02,Store brand,100
50,18,1,12262,4.4899998,0,1.92,Store brand,100
50,19,1,12363,4.79,0,2.02,Store brand,100
50,20,1,12019,4.4899998,0,1.92,Store brand,100
50,21,1,14542,4.79,0,2.02,Store brand,100
50,22,1,12542,4.79,0,2.02,Store brand,100
50,23,1,11720,4.4899998,0,1.92,Store brand,100
50,24,2,12521,4.79,0,2.02,Store brand,100
50,25,1,12039,4.79,0,2.02,Store brand,100
50,26,2,11926,3.99,1,2.02,Store brand,100
50,27,4,11475,3.99,1,2.02,Store brand,100
50,28,13,11962,3.6800001,.46000001,1.73,Store brand,100
50,29,8,12073,4.1700001,.38,1.73,Store brand,100
50,30,10,13215,4.3899999,1,1.92,Store brand,100
50,31,5,11781,4.1500001,0,1.6900001,Store brand,100
50,32,1,11860,4.4899998,0,1.92,Store brand,100
50,33,1,12332,4.3899999,0,2.02,Store brand,100
50,34,2,13130,4.5900002,0,2.1800001,Store brand,100
50,35,4,11958,4.0900002,0,1.8200001,Store brand,100
50,36,8,11879,3.8900001,0,1.6900001,Store brand,100
50,37,5,12150,3.9100001,.40000001,1.76,Store brand,100
50,38,3,12113,3.99,0,1.75,Store brand,100
50,39,7,11524,3.73,0,1.5700001,Store brand,100
50,40,7,9923,4.0799999,0,1.8099999,Store brand,100
50,41,5,13162,3.95,0,1.72,Store brand,100
50,42,2,11144,4.3899999,0,2.02,Store brand,100
50,43,5,13227,4.4699998,0,2.0799999,Store brand,100
50,44,8,12477,4.52,0,2.1199999,Store brand,100
50,45,5,12881,4.23,0,1.92,Store brand,100
50,46,5,12848,3.1900001,0,1.2,Store brand,100
50,47,5,12081,4.23,.2,1.92,Store brand,100
50,48,9,12696,4.0300002,.22,1.78,Store brand,100
51,1,8,16040,3.26,0,2.03,Tylenol,25
51,2,11,15886,3.28,0,2.05,Tylenol,25
51,3,8,15199,3.3599999,0,2.1500001,Tylenol,25
51,4,16,15772,3.25,0,2.01,Tylenol,25
51,5,12,16026,3.28,0,2.05,Tylenol,25
51,6,8,16418,3.27,0,2.04,Tylenol,25
51,7,10,15916,3.24,0,2.01,Tylenol,25
51,8,15,15628,3.29,0,2.0599999,Tylenol,25
51,9,12,18263,3.27,0,2.0699999,Tylenol,25
51,10,10,17500,3.21,0,2.01,Tylenol,25
51,11,9,15609,3.3,0,2.0999999,Tylenol,25
51,12,6,16709,3.29,0,2.0999999,Tylenol,25
51,13,6,16709,3.29,0,2.0999999,Tylenol,25
51,14,6,16709,3.29,0,2.0999999,Tylenol,25
51,15,6,16709,3.29,0,2.0999999,Tylenol,25
51,16,6,17304,3.4100001,0,2.1099999,Tylenol,25
51,17,18,17413,3.48,0,2.21,Tylenol,25
51,18,13,17015,3.54,0,2.26,Tylenol,25
51,19,18,17099,1.76,.77999997,1.12,Tylenol,25
51,20,11,16626,3.49,0,2.22,Tylenol,25
51,21,10,19835,3.6199999,0,2.3699999,Tylenol,25
51,22,13,17012,3.46,0,2.2,Tylenol,25
51,23,9,16247,3.47,0,2.1800001,Tylenol,25
51,24,5,17152,3.6500001,0,2.3699999,Tylenol,25
51,25,24,16626,3.5,0,2.22,Tylenol,25
51,26,12,16178,3.48,0,2.2,Tylenol,25
51,27,10,16192,3.49,0,2.21,Tylenol,25
51,28,12,16106,3.53,0,2.27,Tylenol,25
51,29,8,16853,3.48,0,2.22,Tylenol,25
51,30,11,15328,3.46,0,2.1900001,Tylenol,25
51,31,7,16180,3.5699999,0,2.3099999,Tylenol,25
51,32,6,16183,3.6600001,0,2.4000001,Tylenol,25
51,33,18,16507,3.4400001,0,2.1900001,Tylenol,25
51,34,15,17515,3.49,0,2.24,Tylenol,25
51,35,6,16337,3.6600001,0,2.4000001,Tylenol,25
51,36,13,16250,3.5599999,0,2.3199999,Tylenol,25
51,37,14,16648,3.52,0,2.25,Tylenol,25
51,38,18,17142,2.54,.77999997,1.62,Tylenol,25
51,39,14,15586,3.53,0,2.26,Tylenol,25
51,40,8,15120,3.52,0,2.24,Tylenol,25
51,41,15,21312,3.47,0,2.22,Tylenol,25
51,42,14,14438,3.5799999,0,2.3099999,Tylenol,25
51,43,15,17955,3.49,0,2.22,Tylenol,25
51,44,13,17217,3.5,0,2.23,Tylenol,25
51,45,13,17913,3.47,0,2.21,Tylenol,25
51,46,19,17702,3.5799999,0,2.3199999,Tylenol,25
51,47,14,13607,3.54,0,2.27,Tylenol,25
51,48,18,16242,3.5,0,2.23,Tylenol,25
51,1,17,16040,4.8899999,0,3.3800001,Tylenol,50
51,2,19,15886,4.73,.20999999,3.3199999,Tylenol,50
51,3,13,15199,4.75,0,3.3900001,Tylenol,50
51,4,17,15772,4.8899999,0,3.3399999,Tylenol,50
51,5,14,16026,4.7800002,0,3.4000001,Tylenol,50
51,6,12,16418,4.8400002,0,3.3499999,Tylenol,50
51,7,21,15916,4.8099999,0,3.3900001,Tylenol,50
51,8,17,15628,4.77,0,3.46,Tylenol,50
51,9,16,18263,4.8299999,0,3.3399999,Tylenol,50
51,10,10,17500,4.75,0,3.52,Tylenol,50
51,11,16,15609,4.8000002,0,3.28,Tylenol,50
51,12,16,16709,4.8200002,0,3.3900001,Tylenol,50
51,13,16,16709,4.8200002,0,3.3900001,Tylenol,50
51,14,16,16709,4.8200002,0,3.3900001,Tylenol,50
51,15,16,16709,4.8200002,0,3.3900001,Tylenol,50
51,16,15,17304,4.6599998,0,3.55,Tylenol,50
51,17,21,17413,4.7600002,.56999999,3.79,Tylenol,50
51,18,13,17015,5.2800002,0,3.9100001,Tylenol,50
51,19,14,17099,5.1599998,0,3.72,Tylenol,50
51,20,14,16626,5.1300001,0,3.8099999,Tylenol,50
51,21,15,19835,5.27,0,3.6800001,Tylenol,50
51,22,16,17012,5.1399999,0,3.78,Tylenol,50
51,23,14,16247,5.0799999,0,3.8800001,Tylenol,50
51,24,16,17152,5.04,0,3.8099999,Tylenol,50
51,25,19,16626,5.1300001,0,3.8599999,Tylenol,50
51,26,18,16178,5.0999999,.44,3.79,Tylenol,50
51,27,10,16192,5.0700002,0,3.8900001,Tylenol,50
51,28,8,16106,5.3400002,0,3.73,Tylenol,50
51,29,12,16853,5.2199998,0,3.8199999,Tylenol,50
51,30,17,15328,4.6700001,.41,3.73,Tylenol,50
51,31,13,16180,5.1900001,0,3.8199999,Tylenol,50
51,32,13,16183,5.1599998,0,3.8499999,Tylenol,50
51,33,12,16507,5.2600002,0,3.78,Tylenol,50
51,34,12,17515,5.1900001,0,3.6700001,Tylenol,50
51,35,22,16337,5.52,0,3.6300001,Tylenol,50
51,36,14,16250,4.3000002,.70999998,3.49,Tylenol,50
51,37,19,16648,5,.20999999,3.73,Tylenol,50
51,38,15,17142,5.1599998,0,3.8,Tylenol,50
51,39,11,15586,5.0799999,0,3.9000001,Tylenol,50
51,40,17,15120,4.5999999,.52999997,3.73,Tylenol,50
51,41,19,21312,4.71,.47,3.79,Tylenol,50
51,42,10,14438,5.1900001,0,3.75,Tylenol,50
51,43,10,17955,5.1500001,0,3.72,Tylenol,50
51,44,17,17217,5.0999999,0,3.6500001,Tylenol,50
51,45,6,17913,5.1900001,0,3.74,Tylenol,50
51,46,14,17702,5.3000002,0,3.79,Tylenol,50
51,47,16,13607,5.27,0,3.78,Tylenol,50
51,48,15,16242,5.1399999,0,3.7,Tylenol,50
51,1,9,16040,6.5700002,0,5.4400001,Tylenol,100
51,2,14,15886,7.1900001,0,5.7600002,Tylenol,100
51,3,9,15199,6.4099998,0,5.4200001,Tylenol,100
51,4,9,15772,6.79,0,5.5900002,Tylenol,100
51,5,11,16026,6.9299998,0,5.6500001,Tylenol,100
51,6,7,16418,6.9699998,0,5.48,Tylenol,100
51,7,8,15916,7.0799999,0,5.54,Tylenol,100
51,8,13,15628,6.8499999,0,5.5300002,Tylenol,100
51,9,14,18263,6.6599998,0,5.4099998,Tylenol,100
51,10,19,17500,6.0100002,.37,5.4699998,Tylenol,100
51,11,14,15609,6.1100001,.70999998,5.5,Tylenol,100
51,12,8,16709,7.1500001,0,5.5999999,Tylenol,100
51,13,8,16709,7.1500001,0,5.5999999,Tylenol,100
51,14,8,16709,7.1500001,0,5.5999999,Tylenol,100
51,15,8,16709,7.1500001,0,5.5999999,Tylenol,100
51,16,8,17304,7.77,0,5.3699999,Tylenol,100
51,17,13,17413,7.1599998,0,5.4099998,Tylenol,100
51,18,15,17015,7.6100001,0,5.7199998,Tylenol,100
51,19,11,17099,6.2399998,.73000002,5.6300001,Tylenol,100
51,20,8,16626,7.3899999,0,5.6599998,Tylenol,100
51,21,12,19835,7.4200001,0,5.6900001,Tylenol,100
51,22,14,17012,7.2399998,0,5.6700001,Tylenol,100
51,23,8,16247,7.2800002,0,5.7600002,Tylenol,100
51,24,12,17152,6.8699999,0,5.6100001,Tylenol,100
51,25,2,16626,7.6900001,0,5.5500002,Tylenol,100
51,26,10,16178,7.3000002,0,5.6300001,Tylenol,100
51,27,14,16192,7.2800002,0,5.7800002,Tylenol,100
51,28,7,16106,7.5599999,0,5.8899999,Tylenol,100
51,29,7,16853,7.5599999,0,5.8899999,Tylenol,100
51,30,8,15328,7.3499999,0,5.8499999,Tylenol,100
51,31,6,16180,7.8899999,0,6.3400002,Tylenol,100
51,32,19,16183,6.3299999,.63,5.6399999,Tylenol,100
51,33,11,16507,6.8899999,.36000001,5.8899999,Tylenol,100
51,34,13,17515,6.77,.46000001,5.8800001,Tylenol,100
51,35,10,16337,5.9299998,.80000001,5.4400001,Tylenol,100
51,36,3,16250,7.1900001,0,5.9299998,Tylenol,100
51,37,7,16648,6.8299999,0,6.02,Tylenol,100
51,38,5,17142,7.21,0,6.1999998,Tylenol,100
51,39,10,15586,7.54,0,6.4000001,Tylenol,100
51,40,13,15120,7.5700002,0,6.3699999,Tylenol,100
51,41,9,21312,7.1599998,0,6.1900001,Tylenol,100
51,42,4,14438,7.8400002,0,6.4099998,Tylenol,100
51,43,9,17955,7.2199998,0,6.25,Tylenol,100
51,44,8,17217,7.3499999,0,6.3000002,Tylenol,100
51,45,7,17913,7.48,0,6.21,Tylenol,100
51,46,19,17702,7.5300002,0,6.0599999,Tylenol,100
51,47,18,13607,6.5300002,.61000001,6.0599999,Tylenol,100
51,48,21,16242,6.3200002,.67000002,5.98,Tylenol,100
51,1,15,16040,2.6700001,0,2.02,Advil,25
51,2,23,15886,2.6700001,.38999999,2.02,Advil,25
51,3,9,15199,2.6700001,.77999997,2.02,Advil,25
51,4,19,15772,2.6700001,0,2.02,Advil,25
51,5,7,16026,2.8299999,0,2.02,Advil,25
51,6,17,16418,2.49,0,2.02,Advil,25
51,7,20,15916,2.49,1,2.02,Advil,25
51,8,9,15628,2.8299999,0,2.0999999,Advil,25
51,9,7,18263,2.8299999,0,2.0999999,Advil,25
51,10,4,17500,2.8299999,0,2.0999999,Advil,25
51,11,6,15609,2.8299999,0,2.01,Advil,25
51,12,8,16709,2.8299999,0,2.01,Advil,25
51,13,8,16709,2.8299999,0,2.01,Advil,25
51,14,8,16709,2.8299999,0,2.01,Advil,25
51,15,8,16709,2.8299999,0,2.01,Advil,25
51,16,8,17304,3.1099999,0,2.01,Advil,25
51,17,12,17413,3.1500001,0,2.01,Advil,25
51,18,9,17015,3.01,0,2,Advil,25
51,19,10,17099,3.1500001,0,2.0899999,Advil,25
51,20,13,16626,3.0799999,0,2.05,Advil,25
51,21,14,19835,3.05,0,2.04,Advil,25
51,22,12,17012,2.97,0,2.0699999,Advil,25
51,23,10,16247,2.97,0,2.0699999,Advil,25
51,24,14,17152,2.97,0,2.1099999,Advil,25
51,25,11,16626,2.97,0,2.1099999,Advil,25
51,26,8,16178,2.97,.75,2.1099999,Advil,25
51,27,17,16192,2.97,0,2.1099999,Advil,25
51,28,17,16106,2.97,0,2.1099999,Advil,25
51,29,15,16853,2.97,0,2.1099999,Advil,25
51,30,13,15328,2.97,0,2.1099999,Advil,25
51,31,10,16180,2.97,0,2.1099999,Advil,25
51,32,11,16183,2.97,0,2.1099999,Advil,25
51,33,19,16507,2.97,0,2.1099999,Advil,25
51,34,12,17515,2.97,0,2.1099999,Advil,25
51,35,8,16337,2.97,0,2.1099999,Advil,25
51,36,3,16250,2.97,0,2,Advil,25
51,37,4,16648,2.97,0,2,Advil,25
51,38,6,17142,2.97,0,2,Advil,25
51,39,19,15586,2.97,0,2,Advil,25
51,40,14,15120,2.97,0,2,Advil,25
51,41,13,21312,2.97,0,2,Advil,25
51,42,8,14438,2.97,0,2,Advil,25
51,43,6,17955,2.97,0,1.88,Advil,25
51,44,11,17217,2.97,0,1.88,Advil,25
51,45,7,17913,2.97,0,1.88,Advil,25
51,46,8,17702,2.97,0,1.88,Advil,25
51,47,15,13607,2.79,.73000002,1.88,Advil,25
51,48,13,16242,2.79,1,1.88,Advil,25
51,1,9,16040,4.9699998,0,3.46,Advil,50
51,2,7,15886,4.9699998,0,3.46,Advil,50
51,3,15,15199,4.9699998,0,3.46,Advil,50
51,4,18,15772,4.6900001,0,3.46,Advil,50
51,5,11,16026,4.6900001,0,3.46,Advil,50
51,6,14,16418,4.6900001,0,3.46,Advil,50
51,7,9,15916,4.6900001,0,3.46,Advil,50
51,8,4,15628,5.29,0,3.46,Advil,50
51,9,7,18263,5.29,0,3.46,Advil,50
51,10,8,17500,5.29,0,3.46,Advil,50
51,11,4,15609,5.29,0,3.46,Advil,50
51,12,4,16709,5.29,0,3.46,Advil,50
51,13,4,16709,5.29,0,3.46,Advil,50
51,14,4,16709,5.29,0,3.46,Advil,50
51,15,4,16709,5.29,0,3.46,Advil,50
51,16,5,17304,5.29,0,3.54,Advil,50
51,17,7,17413,5.29,0,3.54,Advil,50
51,18,6,17015,5.29,0,3.6099999,Advil,50
51,19,8,17099,5.29,0,3.6199999,Advil,50
51,20,10,16626,5.0300002,.60000002,3.6199999,Advil,50
51,21,7,19835,5.0300002,0,3.6199999,Advil,50
51,22,6,17012,5.0300002,1,3.6199999,Advil,50
51,23,5,16247,5.0300002,.80000001,3.6199999,Advil,50
51,24,5,17152,5.29,0,3.6900001,Advil,50
51,25,3,16626,5.29,0,3.6600001,Advil,50
51,26,3,16178,5.29,0,3.9100001,Advil,50
51,27,2,16192,5.29,0,3.8699999,Advil,50
51,28,6,16106,5.29,0,3.9000001,Advil,50
51,29,4,16853,5.29,0,3.9000001,Advil,50
51,30,4,15328,5.29,0,3.8900001,Advil,50
51,31,3,16180,5.29,0,3.9000001,Advil,50
51,32,8,16183,5.29,0,3.6500001,Advil,50
51,33,13,16507,4.1900001,.85000002,3.6500001,Advil,50
51,34,5,17515,5.29,0,3.6400001,Advil,50
51,35,4,16337,5.29,0,3.6400001,Advil,50
51,36,5,16250,3.99,.2,3.6400001,Advil,50
51,37,9,16648,5.29,0,3.6400001,Advil,50
51,38,4,17142,5.29,0,3.6400001,Advil,50
51,39,8,15586,5.29,0,3.6400001,Advil,50
51,40,5,15120,5.29,0,3.6400001,Advil,50
51,41,8,21312,5.29,0,3.6600001,Advil,50
51,42,3,14438,5.29,0,3.6900001,Advil,50
51,43,8,17955,5.29,0,3.78,Advil,50
51,44,8,17217,5.29,0,3.75,Advil,50
51,45,6,17913,5.29,0,3.76,Advil,50
51,46,2,17702,5.29,0,3.72,Advil,50
51,47,8,13607,5.29,0,3.74,Advil,50
51,48,7,16242,5.29,0,3.6900001,Advil,50
51,1,4,16040,7.9899998,0,5.8400002,Advil,100
51,2,6,15886,7.9899998,0,5.8400002,Advil,100
51,3,2,15199,7.9899998,0,5.8299999,Advil,100
51,4,6,15772,7.5599999,0,5.9200001,Advil,100
51,5,5,16026,7.5599999,0,5.9400001,Advil,100
51,6,3,16418,7.5599999,0,6.0100002,Advil,100
51,7,3,15916,7.5599999,.67000002,5.7800002,Advil,100
51,8,4,15628,7.9899998,0,5.79,Advil,100
51,9,3,18263,7.9899998,0,5.7600002,Advil,100
51,10,3,17500,8.3199997,0,5.8000002,Advil,100
51,11,3,15609,8.3599997,0,5.7800002,Advil,100
51,12,2,16709,8.3900003,0,5.7600002,Advil,100
51,13,2,16709,8.3900003,0,5.7600002,Advil,100
51,14,2,16709,8.3900003,0,5.7600002,Advil,100
51,15,2,16709,8.3900003,0,5.7600002,Advil,100
51,16,1,17304,8.2200003,0,6.0700002,Advil,100
51,17,1,17413,8.2200003,0,6.0700002,Advil,100
51,18,1,17015,8.3900003,0,5.8099999,Advil,100
51,19,3,17099,8.3900003,0,6,Advil,100
51,20,3,16626,8.3900003,0,5.8099999,Advil,100
51,21,3,19835,8.3900003,0,6,Advil,100
51,22,1,17012,8.2200003,0,6.0700002,Advil,100
51,23,6,16247,8.3900003,0,6.0700002,Advil,100
51,24,1,17152,8.2200003,0,6.0700002,Advil,100
51,25,8,16626,8.3900003,0,6.0900002,Advil,100
51,26,7,16178,6.9899998,.43000001,6.3099999,Advil,100
51,27,2,16192,6.9899998,.5,6.2800002,Advil,100
51,28,2,16106,8.3900003,0,6.3200002,Advil,100
51,29,3,16853,8.3900003,0,6.54,Advil,100
51,30,4,15328,8.3900003,0,6.1799998,Advil,100
51,31,5,16180,8.3900003,0,6.1799998,Advil,100
51,32,3,16183,8.3900003,0,6.1799998,Advil,100
51,33,4,16507,8.3900003,0,6.1799998,Advil,100
51,34,5,17515,8.3900003,0,6.1799998,Advil,100
51,35,4,16337,8.3900003,0,6.1799998,Advil,100
51,36,3,16250,8.3900003,0,6.1900001,Advil,100
51,37,5,16648,8.3900003,0,6.1799998,Advil,100
51,38,4,17142,8.3900003,0,6.1100001,Advil,100
51,39,1,15586,8.3900003,0,6.1100001,Advil,100
51,40,11,15120,7.9400001,1,6.0700002,Advil,100
51,41,6,21312,7.9400001,.5,6.1399999,Advil,100
